disasterNumber,declarationDate,disasterType,incidentType,title,region,state,hmgpCloseoutStatus,hmgpReconciliationDate,hmgpPopEndDate,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedRecipientAdmin,obligatedSubrecipientAdmin,obligatedRecipientMgmtAmt,pendingProjectsQuantity,formattedDate,formattedyear
4268,2016-03-25 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,4,Mississippi,Open,,2021-06-22T00:00:00.000Z,1554897.16,110709.0,0.0,1317118.16,0.0,0.0,127070.0,0.0,March 2016,2016
5163,2016-11-13 00:00:00+00:00,FM,Fire,TATUM GULF FIRE,4,Georgia,Closed,2022-12-15T00:00:00.000Z,,806554.35,0.0,0.0,804285.56,0.0,0.0,2268.79,0.0,November 2016,2016
5416,2021-08-25 00:00:00+00:00,FM,Fire,FRENCH FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2021,2021
4241,2015-10-05 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,4,South Carolina,Open,,,42098241.18,2382445.03,0.0,37366776.15,0.0,0.0,2349020.0,0.0,October 2015,2015
5199,2017-09-01 00:00:00+00:00,FM,Fire,HELENA FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5201,2017-09-02 00:00:00+00:00,FM,Fire,LA TUNA FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5202,2017-09-02 00:00:00+00:00,FM,Fire,RAILROAD FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
5204,2017-09-04 00:00:00+00:00,FM,Fire,MISSION FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
1554,2004-09-18 00:00:00+00:00,DR,Hurricane,HURRICANE IVAN,4,Georgia,Closed,2011-04-04T00:00:00.000Z,,892147.0,132172.0,0.0,686579.0,9880.0,23082.0,40434.0,0.0,September 2004,2004
5213,2017-09-26 00:00:00+00:00,FM,Fire,CANYON FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
1560,2004-09-24 00:00:00+00:00,DR,Hurricane,TROPICAL STORM FRANCES,4,Georgia,Closed,2011-07-12T00:00:00.000Z,,1135905.0,109469.0,64870.0,819780.0,13451.0,26325.0,102010.0,0.0,September 2004,2004
4665,2022-08-08 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,7,Missouri,Open,,,14491619.74,247125.0,563290.74,13240197.36,0.0,0.0,331926.64,4.0,August 2022,2022
5223,2017-10-09 00:00:00+00:00,FM,Fire,CANYON 2 FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5217,2017-10-09 00:00:00+00:00,FM,Fire,LOBO FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5214,2017-10-09 00:00:00+00:00,FM,Fire,ATLAS FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5220,2017-10-09 00:00:00+00:00,FM,Fire,NUNS FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5219,2017-10-09 00:00:00+00:00,FM,Fire,REDWOOD VALLEY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5216,2017-10-09 00:00:00+00:00,FM,Fire,CASCADE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5221,2017-10-09 00:00:00+00:00,FM,Fire,SULPHUR FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2017,2017
5224,2017-12-05 00:00:00+00:00,FM,Fire,THOMAS FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2017,2017
5489,2024-02-27 00:00:00+00:00,FM,Fire,CATESBY FIRE,6,Oklahoma,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,February 2024,2024
5507,2024-07-12 00:00:00+00:00,FM,Fire,HORSE GULCH FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5226,2017-12-05 00:00:00+00:00,FM,Fire,RYE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2017,2017
5228,2017-12-07 00:00:00+00:00,FM,Fire,LILAC FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2017,2017
5227,2017-12-06 00:00:00+00:00,FM,Fire,SKIRBALL FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2017,2017
5244,2018-06-24 00:00:00+00:00,FM,Fire,PAWNEE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2018,2018
5245,2018-06-25 00:00:00+00:00,FM,Fire,CREEK FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2018,2018
5251,2018-07-06 00:00:00+00:00,FM,Fire,WEST FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5250,2018-07-05 00:00:00+00:00,FM,Fire,KLAMATHON FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5259,2018-07-23 00:00:00+00:00,FM,Fire,CARR FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5260,2018-07-25 00:00:00+00:00,FM,Fire,CRANSTON FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5262,2018-07-28 00:00:00+00:00,FM,Fire,MENDOCINO FIRE COMPLEX,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5268,2018-08-09 00:00:00+00:00,FM,Fire,HOLY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2018,2018
5225,2017-12-05 00:00:00+00:00,FM,Fire,CREEK FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2017,2017
5252,2018-07-07 00:00:00+00:00,FM,Fire,HOLIDAY FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5295,2019-10-24 00:00:00+00:00,FM,Fire,KINCADE FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2019,2019
4281,2016-09-29 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",7,Iowa,Closed,2020-10-05T00:00:00.000Z,2020-09-28T00:00:00.000Z,1123574.5,50864.75,45000.0,975328.75,0.0,0.0,52381.0,0.0,September 2016,2016
4184,2014-07-24 00:00:00+00:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",7,Iowa,Closed,2019-01-28T00:00:00.000Z,2018-12-21T00:00:00.000Z,2990730.0,115250.0,142016.0,2557380.0,0.0,0.0,176084.0,0.0,July 2014,2014
4119,2013-05-31 00:00:00+00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",7,Iowa,Closed,2017-08-16T00:00:00.000Z,2017-10-17T00:00:00.000Z,1002978.0,14944.0,73334.0,864120.0,0.0,0.0,50580.0,0.0,May 2013,2013
1592,2005-07-06 00:00:00+00:00,DR,Flood,HEAVY RAINS AND FLOODING,10,Idaho,Closed,2010-12-21T00:00:00.000Z,,82281.0,0.0,0.0,80832.0,1449.0,0.0,0.0,0.0,July 2005,2005
4663,2022-07-29 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4,Kentucky,Open,,,70915745.87,1453166.25,0.0,63966065.07,0.0,0.0,1233646.0,6.0,July 2022,2022
1987,2011-05-20 00:00:00+00:00,DR,Flood,"FLOODING, LANDSLIDES, AND MUDSLIDES",10,Idaho,Closed,2017-01-30T00:00:00.000Z,,409119.0,0.0,0.0,396633.0,0.0,0.0,12486.0,0.0,May 2011,2011
5088,2015-07-06 00:00:00+00:00,FM,Fire,CAPE HORN FIRE,10,Idaho,Closed,2020-09-23T00:00:00.000Z,,18415.07,13918.21,0.0,0.0,0.0,0.0,4496.86,0.0,July 2015,2015
5181,2017-05-08 00:00:00+00:00,FM,Fire,WEST MIMS FIRE,4,Georgia,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2017,2017
5392,2021-06-16 00:00:00+00:00,FM,Fire,ROBERTSON DRAW FIRE,8,Montana,Open,,,1925765.04,0.0,0.0,1586373.6,0.0,0.0,233633.2,0.0,June 2021,2021
4823,2024-09-24 00:00:00+00:00,DR,Fire,WILDFIRES,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
5506,2024-07-11 00:00:00+00:00,FM,Fire,LARCH CREEK FIRE,10,Oregon,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5510,2024-07-16 00:00:00+00:00,FM,Fire,TEXAS FIRE,10,Idaho,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5327,2020-08-13 00:00:00+00:00,FM,Fire,MOSIER CREEK FIRE,10,Oregon,Open,,,7739744.73,329988.63,603360.25,6070645.8,0.0,0.0,297958.0,0.0,August 2020,2020
4350,2017-11-22 00:00:00+00:00,DR,Hurricane,HURRICANE NATE,4,Mississippi,Closed,2024-08-27T00:00:00.000Z,2022-05-21T00:00:00.000Z,237929.11,48629.25,0.0,159276.49,0.0,0.0,30023.37,0.0,November 2017,2017
1781,2008-07-31 00:00:00+00:00,DR,Flood,FLOODING,10,Idaho,Closed,2016-05-12T00:00:00.000Z,,192093.0,12563.0,0.0,169243.0,0.0,0.0,10287.0,0.0,July 2008,2008
5293,2019-10-11 00:00:00+00:00,FM,Fire,SADDLERIDGE FIRE,9,California,Open,,,2280384.63,0.0,0.0,1628625.58,0.0,0.0,543183.96,13.0,October 2019,2019
4308,2017-04-01 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",9,California,Open,,,92935000.01,1070855.47,871265.1,87512425.81,0.0,0.0,3480453.63,0.0,April 2017,2017
5189,2017-07-09 00:00:00+00:00,FM,Fire,WALL FIRE,9,California,Open,,,13660139.76,870816.25,0.0,12558431.36,0.0,0.0,230892.15,1.0,July 2017,2017
5278,2018-11-08 00:00:00+00:00,FM,Fire,CAMP FIRE,9,California,Open,,,1831866.91,0.0,0.0,1627227.5,0.0,0.0,204639.41,3.0,November 2018,2018
5539,2024-09-30 00:00:00+00:00,FM,Fire,ELK FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
5479,2023-08-18 00:00:00+00:00,FM,Fire,GRAY FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
5481,2023-08-19 00:00:00+00:00,FM,Fire,OREGON FIRE,10,Washington,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2023,2023
4430,2019-04-29 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,7,Iowa,Closed,2021-08-24T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,April 2019,2019
4572,2020-12-09 00:00:00+00:00,DR,Hurricane,HURRICANE LAURA,6,Texas,Open,,,6991870.79,503586.21,621967.5,4991861.49,0.0,0.0,721266.0,61.0,December 2020,2020
4649,2022-03-29 00:00:00+00:00,DR,Flood,"SEVERE STORM, FLOODING, AND LANDSLIDES",2,Puerto Rico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,March 2022,2022
1548,2004-09-15 00:00:00+00:00,DR,Hurricane,HURRICANE IVAN,6,Louisiana,Closed,2014-01-06T00:00:00.000Z,,262694.0,0.0,0.0,248925.0,6131.0,7638.0,0.0,0.0,September 2004,2004
5458,2023-03-31 00:00:00+00:00,FM,Fire,"SIMPSON FIRE, OKLAHOMA FMAG ",6,Oklahoma,Open,,,617147.31,104858.45,146064.87,0.0,0.0,0.0,356486.73,2.0,March 2023,2023
4675,2022-09-30 00:00:00+00:00,DR,Hurricane,HURRICANE IAN - SEMINOLE TRIBE OF FLORIDA,4,Florida,Closed,2024-08-28T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
5420,2021-12-10 00:00:00+00:00,FM,Fire,COUNTY LINE FIRE,6,Texas,Open,,,2503191.95,274215.0,397543.37,929886.75,0.0,0.0,813819.33,35.0,December 2021,2021
5178,2017-04-21 00:00:00+00:00,FM,Fire,30TH AVENUE FIRE,4,Florida,Open,,,151310.78,0.0,0.0,151310.78,0.0,0.0,0.0,0.0,April 2017,2017
4015,2011-08-18 00:00:00+00:00,DR,Flood,FLOODING,6,Louisiana,Closed,2019-03-18T00:00:00.000Z,,1762074.09,0.0,0.0,1662996.09,0.0,0.0,99078.0,0.0,August 2011,2011
4352,2017-12-20 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,New Mexico,Closed,2020-04-16T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,December 2017,2017
5170,2017-03-05 00:00:00+00:00,FM,Fire,HIGHLAND HILLS FIRE,7,Kansas,Closed,2023-11-29T00:00:00.000Z,2022-07-05T00:00:00.000Z,3054442.91,0.0,0.0,2971419.6,0.0,0.0,83023.31,0.0,March 2017,2017
5502,2024-07-02 00:00:00+00:00,FM,Fire,THOMPSON FIRE,9,California,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
4228,2015-07-13 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Louisiana,Closed,2020-02-12T00:00:00.000Z,,1066415.11,0.0,0.0,1006945.11,0.0,0.0,59470.0,0.0,July 2015,2015
1512,2004-04-21 00:00:00+00:00,DR,Flood,FLOODING,1,Massachusetts,Closed,2009-03-12T00:00:00.000Z,,8570.0,8000.0,0.0,0.0,250.0,320.0,0.0,0.0,April 2004,2004
4097,2012-12-19 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,1,Massachusetts,Closed,2021-09-14T00:00:00.000Z,,1766463.25,0.0,0.0,1664568.0,0.0,0.0,101895.25,0.0,December 2012,2012
1731,2007-10-24 00:00:00+00:00,DR,Fire,"WILDFIRES, FLOODING, MUD FLOWS, AND DEBRIS FLOWS",9,California,Open,,,39817389.38,2073383.0,2705036.0,31079021.27,244216.08,699849.85,3015883.18,0.0,October 2007,2007
4680,2022-12-13 00:00:00+00:00,DR,Hurricane,HURRICANE NICOLE,4,Florida,Open,,,3035764.56,0.0,0.0,1668979.5,0.0,0.0,1344895.06,23.0,December 2022,2022
5211,2017-09-10 00:00:00+00:00,FM,Fire,MOOSE PEAK FIRE,8,Montana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2017,2017
4091,2012-11-20 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,3,Maryland,Open,,,4312949.96,109303.0,64397.87,3885967.09,0.0,0.0,253282.0,0.0,November 2012,2012
4034,2011-09-16 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,3,Maryland,Closed,2016-04-05T00:00:00.000Z,,2697385.0,117231.0,21240.0,2535745.0,0.0,0.0,23169.0,0.0,September 2011,2011
4038,2011-10-05 00:00:00+00:00,DR,Flood,REMNANTS OF TROPICAL STORM LEE,3,Maryland,Closed,2018-08-15T00:00:00.000Z,,1441802.0,80180.0,0.0,1326781.0,0.0,0.0,34841.0,0.0,October 2011,2011
4583,2021-02-04 00:00:00+00:00,DR,Hurricane,TROPICAL STORM ISAIAS,3,Maryland,Open,,,1703690.13,0.0,0.0,1457831.7,0.0,0.0,164867.78,0.0,February 2021,2021
4719,2023-07-06 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,1,Maine,Open,,,56941.17,0.0,0.0,0.0,0.0,0.0,56941.17,0.0,July 2023,2023
4466,2019-10-04 00:00:00+00:00,DR,Flood,TROPICAL STORM IMELDA,6,Texas,Open,,,5149544.74,427582.5,582445.5,2718208.89,0.0,0.0,1306420.25,19.0,October 2019,2019
4032,2011-09-13 00:00:00+00:00,DR,Hurricane,TROPICAL STORM IRENE,1,Maine,Closed,2016-03-01T00:00:00.000Z,,300596.0,0.0,0.0,297416.0,0.0,0.0,3180.0,0.0,September 2011,2011
1691,2007-04-20 00:00:00+00:00,DR,Flood,FLOODING,1,Maine,Closed,2011-03-03T00:00:00.000Z,,186168.0,0.0,0.0,179334.0,168.0,6666.0,0.0,0.0,April 2007,2007
5246,2018-06-28 00:00:00+00:00,FM,Fire,SPRING CREEK FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2018,2018
1755,2008-05-09 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,1,Maine,Closed,2016-05-31T00:00:00.000Z,,211419.0,30000.0,0.0,181136.0,0.0,0.0,283.0,0.0,May 2008,2008
5525,2024-07-31 00:00:00+00:00,FM,Fire,STONE MOUNTAIN FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
1532,2004-07-29 00:00:00+00:00,DR,Typhoon,"FLOODING, HIGH SURF, HIGH WINDS, AND WIND-DRIVEN RAIN ASSOCIATED W TYPH TINGTING",9,Northern Mariana Islands,Closed,2015-01-15T00:00:00.000Z,,122040.0,0.0,0.0,90766.0,2805.0,2723.0,25746.0,0.0,July 2004,2004
1541,2004-08-26 00:00:00+00:00,DR,Typhoon,"FLOODING, HIGH SURF, STORM SURGE, AND HIGH WINDS AS A RESULT OF SUPER TYPHOON CH",9,Northern Mariana Islands,Closed,2015-01-15T00:00:00.000Z,,1559063.0,0.0,0.0,1326319.0,24615.0,35225.0,172904.0,0.0,August 2004,2004
5249,2018-07-04 00:00:00+00:00,FM,Fire,LAKE CHRISTINE FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
5526,2024-08-01 00:00:00+00:00,FM,Fire,QUARRY FIRE,8,Colorado,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,August 2024,2024
4731,2023-08-25 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, AND TORNADOES",8,Colorado,Open,,,449566.29,0.0,97553.25,0.0,0.0,0.0,352013.04,13.0,August 2023,2023
1983,2011-05-11 00:00:00+00:00,DR,Flood,FLOODING,4,Mississippi,Closed,2017-05-15T00:00:00.000Z,,1443981.0,175467.0,101250.0,1083506.0,0.0,0.0,83758.0,0.0,May 2011,2011
4830,2024-09-30 00:00:00+00:00,DR,Hurricane,HURRICANE HELENE,4,Georgia,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
4798,2024-07-09 00:00:00+00:00,DR,Hurricane,HURRICANE BERYL ,6,Texas,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2024,2024
5494,2024-06-11 00:00:00+00:00,FM,Fire,TRAIL FIRE,9,Nevada,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,June 2024,2024
4817,2024-09-16 00:00:00+00:00,DR,Hurricane,HURRICANE FRANCINE,6,Louisiana,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2024,2024
1794,2008-09-22 00:00:00+00:00,DR,Hurricane,HURRICANE GUSTAV,4,Mississippi,Closed,2016-12-06T00:00:00.000Z,2017-03-22T00:00:00.000Z,2894813.0,437335.0,193289.0,2186170.0,0.0,0.0,78019.0,0.0,September 2008,2008
4289,2016-10-31 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,7,Iowa,Closed,2020-12-11T00:00:00.000Z,3018-07-20T00:00:00.000Z,3738576.45,21176.47,22500.0,3538226.98,0.0,0.0,156673.0,0.0,October 2016,2016
4681,2022-12-30 00:00:00+00:00,DR,Flood,FLOODING,9,Arizona,Closed,2024-08-05T00:00:00.000Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,December 2022,2022
4286,2016-10-11 00:00:00+00:00,DR,Hurricane,HURRICANE MATTHEW,4,South Carolina,Open,,,35442715.64,1691275.23,56250.0,31555854.41,0.0,0.0,2139336.0,1.0,October 2016,2016
5286,2019-07-28 00:00:00+00:00,FM,Fire,NORTH HILLS FIRE,8,Montana,Open,,,500805.09,0.0,0.0,443452.0,0.0,0.0,57353.09,0.0,July 2019,2019
5540,2024-10-06 00:00:00+00:00,FM,Fire,BEAR DEN FIRE,8,North Dakota,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,October 2024,2024
4624,2021-10-04 00:00:00+00:00,DR,Flood,SEVERE STORM AND FLOODING,1,New Hampshire,Open,,,12632.7,0.0,0.0,0.0,0.0,0.0,12632.7,3.0,October 2021,2021
4235,2015-08-05 00:00:00+00:00,DR,Typhoon,TYPHOON SOUDELOR,9,Northern Mariana Islands,Open,,,9029978.79,97000.0,0.0,8556358.56,0.0,0.0,376620.23,0.0,August 2015,2015
5448,2022-08-14 00:00:00+00:00,FM,Fire,JOY LAKE FIRE,9,Nevada,Open,,,114009.6,0.0,56700.0,53727.75,0.0,0.0,0.0,0.0,August 2022,2022
5248,2018-07-02 00:00:00+00:00,FM,Fire,DOLLAR RIDGE FIRE,8,Utah,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,July 2018,2018
1611,2005-11-08 00:00:00+00:00,DR,Typhoon,TYPHOON NABI,9,Northern Mariana Islands,Closed,2015-01-15T00:00:00.000Z,,68814.0,0.0,0.0,51418.0,1589.0,1543.0,14264.0,0.0,November 2005,2005
1939,2010-09-28 00:00:00+00:00,DR,Hurricane,HURRICANE EARL,2,Virgin Islands of the U.S.,Closed,2015-12-18T00:00:00.000Z,,182310.0,0.0,0.0,165439.0,0.0,0.0,16871.0,0.0,September 2010,2010
1594,2005-07-10 00:00:00+00:00,DR,Hurricane,HURRICANE DENNIS,4,Mississippi,Closed,2009-12-08T00:00:00.000Z,,181466.0,0.0,0.0,171357.0,4539.0,5570.0,0.0,0.0,July 2005,2005
1550,2004-09-15 00:00:00+00:00,DR,Hurricane,HURRICANE IVAN,4,Mississippi,Closed,2011-10-26T00:00:00.000Z,,1565093.0,53958.0,105237.0,1292196.0,25959.0,44515.0,43228.0,0.0,September 2004,2004
5452,2022-09-05 00:00:00+00:00,FM,Fire,ROSS FORK FIRE,10,Idaho,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2022,2022
1807,2008-10-29 00:00:00+00:00,DR,Hurricane,HURRICANE OMAR,2,Virgin Islands of the U.S.,Closed,2018-05-07T00:00:00.000Z,,824950.0,0.0,66091.0,742836.0,0.0,0.0,16023.0,0.0,October 2008,2008
4081,2012-08-29 00:00:00+00:00,DR,Hurricane,HURRICANE ISAAC,4,Mississippi,Closed,2018-09-21T00:00:00.000Z,2018-04-28T00:00:00.000Z,6780294.0,402905.0,37313.0,6299540.0,0.0,0.0,40536.0,0.0,August 2012,2012
4074,2012-08-02 00:00:00+00:00,DR,Fire,WILDFIRE,8,Montana,Closed,2017-09-24T00:00:00.000Z,,230763.0,9748.0,0.0,216482.0,0.0,0.0,4533.0,0.0,August 2012,2012
4172,2014-04-17 00:00:00+00:00,DR,Flood,ICE JAMS AND FLOODING,8,Montana,Closed,2020-03-04T00:00:00.000Z,,192278.26,13070.0,0.0,171964.5,0.0,0.0,7243.76,0.0,April 2014,2014
5384,2021-03-29 00:00:00+00:00,FM,Fire,SCHROEDER FIRE,8,South Dakota,Open,,,885335.07,0.0,0.0,778778.0,0.0,0.0,100721.89,1.0,March 2021,2021
4440,2019-06-07 00:00:00+00:00,DR,Flood,"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",8,South Dakota,Open,,,9661248.97,426600.33,96000.0,7617821.22,0.0,0.0,1376908.0,0.0,June 2019,2019
1546,2004-09-10 00:00:00+00:00,DR,Hurricane,TROPICAL STORM FRANCES,4,North Carolina,Closed,2012-04-02T00:00:00.000Z,,1839971.0,0.0,0.0,1660550.0,7701.0,43029.0,128691.0,0.0,September 2004,2004
4019,2011-08-31 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,4,North Carolina,Closed,2021-03-31T00:00:00.000Z,,14541597.19,1040085.85,231414.0,12376693.32,0.0,0.0,893404.02,0.0,August 2011,2011
1553,2004-09-18 00:00:00+00:00,DR,Hurricane,HURRICANE IVAN,4,North Carolina,Closed,2012-04-03T00:00:00.000Z,,924963.0,0.0,0.0,790885.0,13634.0,10520.0,109924.0,0.0,September 2004,2004
4153,2013-10-29 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES",4,North Carolina,Closed,2019-01-30T00:00:00.000Z,,428209.48,16523.97,63000.0,312362.93,0.0,0.0,36322.58,0.0,October 2013,2013
4734,2023-08-31 00:00:00+00:00,DR,Hurricane,HURRICANE IDALIA,4,Florida,Open,,,3210378.19,0.0,0.0,0.0,0.0,0.0,3210378.19,1.0,August 2023,2023
4739,2023-09-11 00:00:00+00:00,DR,Flood,FLOODING,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2023,2023
4021,2011-08-31 00:00:00+00:00,DR,Hurricane,HURRICANE IRENE,2,New Jersey,Closed,2018-10-17T00:00:00.000Z,,34929457.75,0.0,917275.0,32803514.91,0.0,0.0,1208667.84,0.0,August 2011,2011
5162,2016-11-12 00:00:00+00:00,FM,Fire,PINNACLE MOUNTAIN FIRE,4,South Carolina,Open,,,182238.91,21250.0,0.0,140205.91,0.0,0.0,20783.0,0.0,November 2016,2016
4146,2013-09-25 00:00:00+00:00,DR,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4,North Carolina,Closed,2019-01-28T00:00:00.000Z,,748915.25,32369.25,93750.0,564463.0,0.0,0.0,58333.0,0.0,September 2013,2013
5492,2024-05-26 00:00:00+00:00,FM,Fire,BLUE 2 FIRE ,6,New Mexico,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,May 2024,2024
5449,2022-08-19 00:00:00+00:00,FM,Fire,FOUR CORNERS FIRE,10,Idaho,Open,,,308454.78,0.0,105000.0,0.0,0.0,0.0,203454.78,5.0,August 2022,2022
4416,2019-02-25 00:00:00+00:00,DR,Flood,SEVERE STORMS AND FLOODING,6,Texas,Open,,,6987711.62,110130.0,188779.91,5457149.24,0.0,0.0,818492.0,27.0,February 2019,2019
1608,2005-10-07 00:00:00+00:00,DR,Hurricane,HURRICANE OPHELIA,4,North Carolina,Closed,2012-03-08T00:00:00.000Z,,341998.0,20738.0,0.0,277230.0,757.0,7564.0,35709.0,0.0,October 2005,2005
4089,2012-11-03 00:00:00+00:00,DR,Hurricane,HURRICANE SANDY,1,Rhode Island,Closed,2022-09-13T00:00:00.000Z,,1213946.54,17891.0,43575.0,1077866.54,0.0,0.0,74614.0,0.0,November 2012,2012
4327,2017-08-05 00:00:00+00:00,DR,Flood,FLOODING,8,Wyoming,Open,,,750369.99,24907.5,0.0,705993.64,0.0,0.0,19468.85,0.0,August 2017,2017
5276,2018-09-18 00:00:00+00:00,FM,Fire,ROOSEVELT FIRE,8,Wyoming,Open,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,September 2018,2018
